F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
8.16,-93.72,63.57,14,96.42,-467.96,-536.5,0.21,4.56,-8.82,-4242.84,-1904.48,-2286.14,-2817.68,111.85,UK,-154.68,98.14,3583.73,16685.43,305.58,-39.78,63.48,-12.8,-2672.13,11.28,4337.95,-2.3,58.1,776.8,-1542.42,15,43.14,Very high,-8.93
-63.24,-274.83,79.32,4,63.42,-491.82,130.4,0.52,5.52,-7.92,-4189.42,-1490.54,-1635.48,-1467.72,219.25,Europe,-421.32,-1764.2,3809.51,17244.78,2133.06,-45.93,60.36,-14.76,-3202.08,11.14,12972.14,-2.36,72.42,779.8,-799.32,9,35.82,Very high,45.01
21.9,-186.18,75.57,2,40.13,-477.16,52.6,0.25,8.84,-11.29,-2019.12,-1932.04,-2456.04,-3250.06,167.01,Europe,-90.54,-1829.4,4049.93,17075.88,385.35,-26.67,41.58,-15.26,-2926.8,10,10886.04,-6.35,46.08,674.92,-2434.92,18,31.47,Medium,162.13
-125.76,-34.29,52.53,8,81.43,-457.94,-336.22,0.02,5.64,-8.01,-4850.84,-2069.75,-1889.1,-3116.38,124.99,Rest,-177.96,-1691.38,703.87,30663.81,1686.18,-51.63,45.5,-9.79,-2269.08,3.9,5888.9,0.91,51.88,801.24,-1856.91,6,-5.25,Medium,40.5
184.8,-148.65,68.04,6,23.98,-372.36,-442.32,0.75,6.72,-10,-5218.44,-1609.12,284.06,-1517.86,40.07,Rest,-68.22,-436.58,8648.85,38659.98,-534,-85.89,53.5,-12.86,-2202.78,4.6,4126.37,-3.93,69.76,956.29,-186.87,12,40.38,Medium,296.81
1.35,-215.85,64.62,6,46.17,-272.56,-1647.22,0.02,3.74,-5.46,-3517.32,-1284.24,-1864.64,-1969.32,169.8,Europe,-236.04,-723.06,6986.75,33800.13,2407.86,-54.3,69.58,-11.15,-2570.55,6.8,-13522.49,-1,47.54,675.13,-1104.84,9,42.69,High,35.85
159.81,20.88,64.29,10,70.43,-461.38,-401.7,0.1,5.22,-7.33,-1567.72,-2220.92,-2430.34,-2261.38,150.45,Rest,-89.37,69.68,4863.28,29591.22,2798.76,-44.16,58.62,-13.64,-2553.12,12.4,801.78,-2.69,51.94,1020.21,-203.73,15,51.36,Low,-8.93
2.88,-49.35,71.31,8,92.39,-418.7,68.84,0.44,2.46,-14.02,-4564.4,-1512.04,296.8,-2385.88,146.85,UK,-199.86,-629.6,9245.44,36713.97,448.95,-53.22,37.44,-12.49,-2078.1,2.84,4065.67,0.52,47.38,856.74,-1233.63,18,35.34,Very low,535.94
112.44,-345.27,64.47,16,76.64,-411.98,-1015.24,22.75,12.62,-12.17,-4082.96,-1664.1,-1479.16,-806.62,57.67,USA,-270.57,354.72,1847.78,17251.32,1784.4,-52.47,46.08,-15.04,-4283.82,11.42,1200.04,0.51,50.02,894.83,-1157.07,9,32.58,Low,-8.93
-30.96,-90.09,72.93,4,52.46,-442.24,-479.44,0.04,7.6,-8.11,-3014.92,-1712.16,-1433.74,-2800.48,109.93,UK,-213.96,-1559.56,7873.44,43589.28,2143.8,-45.63,62.5,-11.56,-2822.31,18,7908.2,-1.18,79.76,754.62,-1558.77,9,37.92,Very low,-8.93
147.42,-227.73,73.47,4,85.33,-450.5,-828.04,3.6,1.76,-12.57,-4012.94,-1445.31,-2030.98,-2438.82,167.25,Rest,-125.79,-1494.76,5932.7,39604.62,2158.41,-59.55,66.06,-7.79,-2537.31,2.58,3638,-4.65,52.66,806.3,-2074.05,12,56.7,High,501.14
222.72,-312.27,90.15,2,110.35,-361.14,492.02,0.22,10.32,-8.05,-3893.9,-1490.69,-2069.12,-1372.46,232.56,UK,-130.11,-1261.14,5801.58,20731.56,1765.74,-55.59,57.88,-11.1,-2697.06,12.04,277.05,2.75,50.14,120.24,-1915.56,9,43.05,High,109.96
-51.63,-173.34,65.22,4,38.88,-490.46,-573.92,0.28,6.72,-11.34,-3744.86,-1895.3,-1458.54,-1776.7,184.52,Europe,-356.52,-606.08,2198.84,38199.51,1559.55,-55.98,70.34,-6.92,-4091.19,3.62,3590.55,4.22,50.36,807.51,-754.53,15,45.75,Very high,315.08
-85.32,-219.42,62.61,8,20.55,-353.82,-798.52,4.27,13.16,-8.29,-5014.76,-1782.65,-1932.2,-2910.76,186.92,UK,23.4,-1064.1,5968.06,42192.18,811.35,-64.95,62.32,-16.32,-2864.58,15.84,823.67,-2.47,51.32,897.66,-2079.42,12,43.68,Very low,-8.93
-71.07,-155.13,60.69,8,82.77,-661.94,-750.12,0.03,4.18,-8.78,-3979.6,-1069.28,-1549.62,-2757.5,210.69,Europe,-350.28,-286.28,9295.44,27546.39,2255.61,-55.68,62.2,-11.99,-3350.07,10.46,681.01,-2.23,47.02,802.78,-2184.6,3,37.86,Very high,17.34
-17.13,108.57,50.97,12,71.38,-455.54,-389.32,1.02,8.88,-15.27,-3544.14,-1778.17,-731.22,-1993.04,81.97,UK,-178.44,-709.36,2776.97,24414.12,2831.58,-41.34,63.8,-13.69,-2716.44,17.6,-1856.04,-2.31,72.98,1182.06,-765.9,12,35.61,Low,-8.93
-75.66,-88.95,71.25,6,90.89,-500.36,-493.24,33.14,5.12,-10.38,-4616.42,-1433.19,-3006.64,-886.8,138.94,Rest,-146.19,-1083.92,3569.72,28562.88,595.65,-35.7,56.82,-10.25,-2535.75,16.96,4685.29,-2.86,50.44,919.27,-1365.36,9,38.76,Medium,-8.93
244.74,-81.48,59.7,6,54.2,-677.2,-476.44,1.46,0.96,-9.79,-3697.14,-1769.89,-1936.48,-2965.42,110.12,Rest,-127.53,-1500.3,4953.58,16132.92,3482.25,-53.94,58.52,-7.84,-1485.42,1.38,2311.8,-9.56,65.54,1266.38,-1789.02,18,58.74,Low,301.73
-39.87,-83.58,23.19,4,75.78,-514.76,-824.04,4.93,4.56,-7.29,-2709.28,-1855.96,-2248.48,-1891.08,200.83,Europe,-91.56,-1483.2,4283.88,30008.43,1010.31,-49.92,67.3,-11.84,-4464.9,19.64,-391.36,-4.91,54.92,1212.83,-1075.53,12,43.2,Very high,-2.51
-2.85,-156.96,69.63,2,87.32,-546.18,-659.34,0.22,3.78,-8.34,-3719.84,-1693.15,-1487.6,-2309.32,137.53,UK,-64.59,-1527.24,10578.81,36432.96,372.81,-54.24,56.3,-12.67,-2790.21,15.54,1064.15,0.02,51.18,167.15,-789.66,12,27.39,Very low,-8.93
0.81,-211.53,63.81,12,64.35,-321.82,-537.48,312.65,5.6,-15.31,-2826.82,-1757.61,-1710.3,-2499.6,152.08,Europe,-199.26,-1577.28,4714.36,24433.44,2208.75,-84.15,58.76,-21.1,-3830.76,5.12,943.51,-0.5,58,649.71,-1753.2,9,28.41,Very low,47.34
-89.01,-133.05,67.59,10,99.72,-248.18,-89.36,38.45,11.5,-9.25,-2812.8,-2033.55,-1592.84,-2431,96.74,Rest,-221.64,-1650.86,4842.57,9992.97,1196.1,-37.5,60.24,-8.41,-4295.76,6.02,2980.42,-2.24,50.8,751.08,-441.48,3,42.12,Very low,-8.93
21.15,-38.76,64.53,10,71.17,-457.94,-414.36,240.02,23.98,-11.47,-3700.1,-1702.28,-1670.54,-2926.34,181.69,Europe,-364.95,-1657.88,9671.6,17600.07,1920.78,-34.59,71.74,-13.12,-3432.21,3.12,-548.24,-1.71,33.56,1246.94,-1377.84,12,15.18,Medium,111.06
-27.12,186.39,60.36,12,-3.5,-435.94,459.02,0.24,5.02,-11.21,-3593.86,-1817.36,-602.82,-2459.28,246.36,UK,-245.1,-878.42,5902.17,41483.49,1064.61,-52.59,62.76,-12.91,-2639.31,13.58,1741.28,-6.54,53.9,353.44,-2289.12,12,26.55,Medium,-8.93
125.85,44.07,56.94,8,93.73,-475.42,-632.74,1.2,6.66,-8.1,-3651.94,-2136.41,-1520.94,-3022.08,219.6,Rest,-250.17,-550.34,5797.31,26877.87,2013.48,-66.63,68.14,-15.59,-4026.51,11.3,6251.82,0.08,45.62,712.41,-1852.41,18,38.01,High,135.39
-22.47,71.43,61.77,4,100.73,-560.3,-61.2,0.02,6.28,-9.97,-3861.52,-1955.6,-1510.66,-1746.7,94.6,Europe,-297.48,-426.4,5419.9,31234.53,571.11,-47.1,53.88,-9.16,-3571.38,8.56,-2666.76,1.46,55.32,1324.34,-1436.37,12,42.87,Low,72.1
-89.22,-80.94,68.1,8,89.04,-480.24,-1146.52,7.12,3.68,-10.96,-3376.34,-1619.98,-1389.84,-2037.18,113.8,Europe,-162.87,-993.02,5083.16,22470.66,3009.48,-58.47,56.08,-11.98,-2462.13,6.38,-213.96,-3.8,54.8,1176.88,-485.43,0,44.16,Very high,49.31
6.36,-85.98,98.88,12,48.28,-424.22,-686.44,2.08,0.98,-9.16,-3784.32,-1909.06,-2357.5,-2101.1,202.98,Europe,-103.26,-21.02,582.1,48968.13,739.65,-47.58,54.72,-15.08,-3980.34,5.8,1921.04,-0.35,53.5,1580.3,-1774.74,12,36.93,High,56.26
19.62,-311.61,78.63,8,38.41,-463.06,-565.16,0.32,5.54,-4.64,-3491.9,-1655.22,-266.64,-2147.02,134.11,USA,-144.18,-1627,3251.22,41567.91,748.68,-67.71,66.7,-11.76,-2346.96,16.24,3019.15,0.58,57.72,814.01,-1397.13,3,33.27,Medium,-8.93
47.1,-224.01,61.5,14,18.72,-486.48,-155.36,130.68,3.34,-11.26,-3846.46,-1703.79,-2350.34,-2069.6,165.98,UK,-179.82,-940.68,3729.9,23741.04,466.08,-33.81,62.38,-11.86,-4067.97,6.88,2493.25,-6.2,65.84,906.62,-1458.06,15,26.82,Medium,41.5
-133.98,-172.86,47.61,6,72.6,-450.7,158.28,0.14,5.32,-6.62,-5048.72,-1694.84,-2104.62,-1349.8,93.48,UK,-374.37,-798.52,6593.46,23109.48,1392,-51.36,61.08,-11.86,-2824.53,5.96,551.37,-3.88,45.4,766.34,-2267.7,12,55.92,High,209.7
149.37,-183.03,61.59,0,23.79,-437.98,-687.5,6.38,17.02,-10.96,-4048.06,-1859.37,-1697.34,-2836.32,157.9,USA,-204.66,-1420.66,2122.41,12993.24,-132.03,-38.94,61.92,-14.11,-2713.86,8.34,1791.29,-2.73,58.54,1112.6,-793.14,24,15.09,Low,705.12
148.89,-94.05,72.78,6,27.17,-391.74,26.5,0.01,20.22,-11.14,-3920.84,-1414.13,-1226.98,-1441.68,99.36,Rest,-218.07,-1918.7,11878.7,34195.17,1647.96,-70.44,56.12,-12.26,-2245.53,18.6,10004.16,-0.43,44.84,1196.35,-2849.01,9,14.76,Very high,111.86
-25.23,-130.95,51.84,6,31.41,-419.76,-310.74,0.72,5.06,-11.79,-3819.7,-2081.52,-1507.7,-1307.16,141.54,Rest,-107.43,-560.24,5454.02,23353.47,896.55,-49.59,61.06,-15.24,-3292.29,3.28,4218.33,-6.68,59.68,990.46,-77.94,12,26.58,Low,266.22
-65.7,-167.85,61.35,8,49.48,-284.04,-428.26,1.72,2.1,-11.42,-3525.88,-1782.49,-650.22,-1919.2,125.97,UK,-22.35,-422.46,4415.47,18736.29,530.97,-46.86,56.58,-16.27,-4122.51,9.3,10957.25,-4.04,47.82,515.07,-512.4,6,22.41,High,62.86
92.34,-203.67,62.43,4,36.96,-536.54,-0.3,6.25,8.62,-9.12,-4616,-1412.83,-1383.58,-1427.74,136.87,Europe,-140.43,-1210.76,3649.7,24440.49,-1332.12,-61.02,59.78,-9.9,-2237.07,2.66,598.68,-5.47,53.54,656.15,656.37,21,44.19,High,275.5
99.96,-210.21,71.25,12,97.71,-506.6,-547.2,28.57,3.08,-5.05,-4106.78,-2220.42,-2184.68,-2894.98,106.65,USA,-279.48,-1405.16,7881.51,36421.14,761.28,-50.07,57.22,-12.52,-2877.03,9.58,3453.25,-0.39,40.74,1015.78,-1157.97,3,31.32,Low,-8.93
-57.42,-121.71,62.04,10,51.76,-396.9,-216.26,16.45,2.68,-9.03,-3695.42,-2297.4,-1918.82,-2321.48,168.74,UK,-294.96,-976.4,5882.05,15588.69,1509.45,-60.45,63.92,-10.95,-2651.43,4.32,-414.11,-3.68,49.4,966.05,-1931.79,6,13.8,High,26.29
177.93,-143.19,75.57,4,91.66,-332.82,-635.6,0.16,4.76,-7.15,-3167.1,-1865.81,-1608.84,-3210.36,152.99,UK,-160.41,-1022.6,10483.06,32517.84,2078.55,-54.99,57.12,-8.5,-2966.46,6.08,1502.62,-4.34,52.1,551.13,-1544.88,18,23.97,Very low,296.65
-153.78,-55.92,50.01,12,82.01,-295.38,528.98,0.77,24.14,-12.97,-3114.84,-1580.99,-2125.76,-1880.12,170.84,UK,-274.17,-525.2,10136.86,35337.72,1761.39,-21.36,60.06,-13.01,-1823.52,8.6,1387.85,-0.83,52.4,470.27,-2760.72,18,41.25,Low,300.18
-19.02,-107.91,86.22,10,32.32,-490.94,239.78,0.27,8.54,-8.51,-3103.02,-1434.55,-1427.8,-2858.44,113.97,Rest,-217.83,-1000.62,8903.72,48200.46,1197,-50.67,50.5,-24.39,-2315.73,7.1,-4006.69,-3.85,61.44,924.06,-2711.55,6,32.82,Low,2.35
46.53,-186.66,74.85,4,13.04,-556.34,-924.24,0.07,12.18,-10.65,-3817.92,-2250.52,-1530.08,-2709.16,125.94,Europe,-94.29,-1946.06,7341.51,16315.98,1106.19,-46.59,59.82,-13.88,-3816.99,6.56,2403.48,-3.4,62.98,935.62,-1123.05,9,33.57,Low,68.71
22.95,-136.32,64.26,4,80.13,-373.26,2663.68,3.79,6.86,-9.37,-3865.92,-2104.74,-1463.9,-1278.1,139.33,Europe,-175.8,-613.46,4116.26,35477.28,2985.09,-65.28,59.9,-8.46,-5115.45,6.12,5815.66,-1.97,53.2,571.8,-655.35,30,40.77,Very low,225.87
73.77,-83.37,70.95,6,113.83,-411.48,337.34,0.25,6.84,-11.32,-4270.38,-1900.7,-1940.14,-2161.22,165.95,Rest,-344.37,-1462.46,5624.65,24165.51,1984.47,-40.5,70.12,-12.43,-4153.74,3.84,-2046.4,0.99,42.86,821.83,-1599.06,21,56.73,Medium,414.11
92.1,-2.49,69.39,4,14.7,-546.32,211.54,0.01,1.76,-12.37,-2151.44,-1502.58,-1220.56,-2710.72,156.45,UK,-153.87,-881.56,3271.36,25699.8,-652.29,-45.99,57.46,-11.89,-4734.24,2.6,-2376.4,-5.1,56.12,512.85,-790.68,6,22.47,Very low,305.5
-109.5,-207.99,66.18,10,45.84,-492.1,-159.36,0.96,4.86,-7.38,-3999.66,-2090.27,-1619.84,-1959.46,179.66,Europe,-257.19,-673.02,8693.94,42935.64,2739.66,-44.1,65.06,-8.55,-3069.21,9.98,1956.9,-3.25,56.12,723.58,383.79,12,34.29,Very low,-8.93
-11.31,-115.29,68.61,8,33.72,-478.08,-512.24,5.73,4.46,-12.48,-3552.78,-1841.55,-1416.54,-2046.02,116.59,USA,-251.79,-817.98,1906.81,32334.78,799.95,-57.6,60.16,-6.99,-3001.08,2.76,4640.61,-6.24,58.26,649.5,-1807.29,15,54.84,Low,615.4
68.94,-239.88,67.83,6,83.21,-485.4,-1117.08,0.45,8.62,-3.96,-3842.4,-1992.12,-2817.34,-2585.86,100.69,Europe,-193.26,-185.8,10320.64,37609.92,445.2,-40.56,43.36,-16.73,-1314.81,6.82,-1090.94,-2.91,33,608.87,-3100.17,12,22.62,Very high,75.05
-47.28,-140.52,51.63,6,45.38,-565.58,-934.72,144.53,10.56,-13.17,-3771.66,-1726.02,124.5,-1462.7,170.63,USA,-324.63,-1132,3796.73,37214.91,2728.05,-47.16,55.9,-9.72,-3950.91,1.54,6059.66,-6.43,52.6,829.52,-1447.38,3,30.93,Medium,624.58
5.73,-61.29,66.87,8,55.27,-618.62,1258.68,14.54,2.62,-10.29,-4930.46,-2061.28,-904.82,-2115.26,129.46,Europe,-128.1,-1585.92,8609.33,19043.25,1538.91,-51.33,61.76,-5.85,-3621.24,6.58,331.34,-1.93,50.06,710.97,-2249.73,9,34.62,Very low,9.47
128.76,-191.82,83.1,12,90.13,-485.08,-554.28,2.14,4.48,-12.93,-3239.5,-1226.06,-1521.76,-2564.8,129.71,Rest,-231.06,-629.98,5396.37,19174.65,1735.2,-44.97,46.64,-22.07,-2522.1,14.02,4045.42,-4.72,48.88,724.09,-764.55,6,37.38,Medium,-8.93
40.8,-56.91,75.3,14,20.03,-391.04,-397.82,0.27,25.04,-11.24,-3587.62,-1335.28,-2061.68,-2774.66,145.25,Rest,-215.7,-683.64,1137.71,31127.25,2287.98,-34.44,55.98,-13.01,-2298.69,5.92,3033.17,-2.8,48.54,1199.35,-982.26,9,25.86,Medium,3.76
9.81,-105.78,68.01,10,41.53,-504.5,-395.64,0.49,19.52,-8.2,-3996.82,-1620.65,-1965.64,-2091.32,201.64,USA,-376.98,-674.2,7101.52,41168.16,1194.57,-41.28,66.14,-12.65,-3369.18,8.68,3831.85,-0,42.66,1043.76,-1172.07,18,46.71,Low,90.98
35.7,-114.03,64.23,12,45.18,-339.24,-313.86,1.02,4.06,-8.93,-3568.48,-1046.69,661.86,-2593.24,130.96,USA,-262.98,-1539,2193.6,20846.07,1289.73,-56.73,58.56,-11.31,-2987.82,3.54,1113.49,-3.04,39.34,558.97,-1249.62,6,44.55,Medium,-8.93
34.59,-258.36,56.76,8,70.89,-528.18,-770.24,0.16,7.34,-6.27,-3674.02,-1360.17,-287.2,-2591.22,147.04,UK,-107.19,-1830.48,4553.94,45072.66,1809.6,-45.39,75.26,-13.64,-4039.53,1.28,2217.46,-4.93,57.22,1147.77,49.29,21,42.9,Medium,467.42
-24.27,-144.45,90.93,8,107.4,-503.5,-298.66,0.17,11.74,-8.72,-4706.84,-1746.95,-2426.68,-1302.18,155.05,Rest,-188.07,-744.6,10145.13,28995.66,-102.81,-43.95,55.66,-10.91,-1983.06,1.32,6163.88,-3.39,49.32,1148.96,-2306.25,9,40.92,Very low,116.72
20.94,-76.86,88.89,8,-4.92,-472.46,405.92,188.1,9.5,-6.34,-3038.8,-1409.68,-913.96,-2390.04,102.19,Europe,-123.48,-490.6,6936.45,38176.95,1901.4,-28.74,59.16,-14.6,-3013.68,2.34,2936.19,-14.76,50.46,683.8,-695.4,6,64.89,High,58.74
2.22,-1.56,59.85,10,81.85,-514.46,-144.54,1.41,6.22,-12.09,-3778.76,-2146.92,-1030.68,-2424.6,131.1,Europe,-217.59,-1905.84,9072.04,22962.15,2153.19,-58.14,53.54,-9.52,-4084.5,3.12,-69.95,2.91,56.06,743.89,-2410.56,6,36.24,Very low,31.68
142.17,-82.65,73.08,8,39.42,-376.96,199.48,0.08,7.42,-18.96,-4884.2,-1590.9,-1618.28,-1878.12,165.78,Europe,-105.81,-74.36,5223.66,15857.37,-910.8,-55.53,59,-12.45,-2688.63,10.44,-6745.96,-2.47,53.04,634,-1814.1,9,40.17,Very low,86.66
30.9,-136.38,87.99,10,75.64,-523.48,-343.28,1.58,2.98,-7.02,-3982.86,-1647.39,-1323.34,-3225.58,107.25,UK,-151.62,-1327.14,6448.53,24417.96,2105.64,-49.56,65.54,-14.29,-2688.45,3.06,1354.45,0.07,48.24,896.19,-548.31,9,49.98,Very low,-8.93
8.61,-150.33,64.44,6,87.85,-454.26,-1563.36,7.9,5.98,-9.64,10.54,-1253.04,-1595.46,-2651.62,151.75,Europe,-122.94,-1012.72,-278.38,45239.67,3695.79,-69.75,60.34,-13.23,-3091.38,0.66,1655.7,-1.88,48.94,478.54,-668.88,3,27.39,Low,62.41
29.88,30.36,131.37,4,42.47,-353.5,-101.98,38.86,29.08,-9.7,-4138.56,-1225.45,-2813.46,-1752.4,257.54,Rest,-316.2,-607.52,7906.02,24096,1669.98,-11.76,51.26,-16.9,-3322.17,8.24,-1917.67,-0.59,51.12,995.35,-222.99,9,38.13,Medium,162.44
-9.15,-61.62,61.98,10,38.5,-459.24,-1163.76,0.05,7.84,-12.06,-4818.04,-1991.52,-698.32,-3068.68,140.18,Europe,-163.65,-702.6,4867.96,30345.48,2028.18,-48.57,55.46,-13.29,-3211.08,1.56,1467.77,-3.13,47.06,711.58,84.84,9,33.27,Very high,191.25
53.55,-190.68,66.99,10,65.78,-498,2543.4,0,9.42,-7.99,-3256.36,-1676.35,-1648.38,-1559.94,77.62,UK,-173.31,-681.66,-1702.28,27400.02,1557.48,-52.47,58.24,-11.23,-794.88,4.78,165.49,-2.58,46.7,1085.85,-2342.4,15,-20.82,High,125.53
151.05,-171.9,69.45,0,118.36,-481.96,-770.8,10.73,9.92,-8.92,-3545.74,-2392.45,-1412.02,-2484.9,160.44,USA,-117.54,-112.64,7732.05,30866.46,563.94,-53.97,56.72,-9.79,-4589.67,17.16,1195.62,-2.1,46.24,934.41,81.72,12,38.16,High,280.04
-89.01,-30.27,73.65,4,46.21,-740,-3193.24,7.1,6.64,-10.09,-3909.04,-1180.32,-1762.32,-2968.66,96.59,Rest,-357.63,-312.96,2172.05,28773.3,1148.97,-52.29,53.78,-12.11,-3779.04,3.56,-4048.24,-4.08,43.46,1458.37,591.51,9,34.2,Medium,251.68
76.77,-170.01,49.29,4,40.77,-460.24,-2821.28,1.2,14.78,-11.84,-5484.16,-1853.47,-1493.96,-1852.54,166.15,Europe,-208.83,-1458.34,7834.16,27384.39,2593.8,-81.69,48.86,-15.88,-1783.41,9.18,1533.33,-1.27,31.18,1249.31,-1725.93,15,53.04,Medium,163.37
92.28,-169.08,63.63,6,72.39,-360.88,-999.42,0.44,4.58,-13.97,-4010.04,-1667.58,-1680,-2124.84,133.36,USA,-174.51,-721.48,8725.14,29718.9,3300.51,-65.7,61.56,-6.16,-2733.87,19.52,3615.07,-1.97,54.76,873.98,-755.34,12,29.19,Low,37.4
199.14,-80.76,65.55,6,64.61,-386.34,37.42,11.21,4.04,-8.6,-4072.7,-1733.56,-1645.58,-1174.68,216.2,USA,-121.23,-1524.08,5555.14,30075.15,1667.55,-49.77,68.46,-10.2,-3537.12,0.74,-458.42,-2,46.96,1126.77,235.38,15,30.9,High,708.24
-120.45,-100.02,67.32,10,70.66,-435.14,-1058.36,0.11,14.56,-4.03,-3573.88,-1468.38,-1839.02,-1946.04,161.24,Rest,-149.52,-871.08,4061.95,4476.69,2997.78,-46.26,67.02,-13.13,-3225.42,12.64,8303.8,-4.54,51.7,785.2,-452.07,9,39.72,High,-8.93
-105.93,-208.41,66.48,4,70.04,-500.12,-165.24,0.51,4.4,-10.17,-3243.82,-1247.43,-1779.6,-1999.48,143.94,USA,-118.8,-1024.3,4314.07,27355.74,2658.15,-88.5,52.62,-6.49,-2229.09,16.48,-1661.02,-5.05,45.84,742.45,-1141.2,21,31.89,High,436.4
64.17,-260.28,45.12,8,59.41,-491.2,-667.78,3.19,5.46,-13.8,-2047.12,-1446.17,-1456.98,-2210.62,121.54,UK,-219.54,-1469.86,10018.8,21259.89,1303.77,-50.37,69.18,-10.46,-3248.34,3.02,548.71,-4.71,46.9,1378.12,-1121.85,21,31.32,Very low,532.58
56.64,-177.42,72.09,12,55.87,-554.36,-342.34,3.62,0.98,-4.73,-3602.14,-1629.75,-1059.6,-3050.38,169.13,USA,-172.77,-10.38,9686.17,11731.47,-928.74,-49.86,65.6,-11.12,-613.14,11.26,-4783.39,-5.2,49.46,618.34,-660.39,6,41.16,Low,-8.93
77.04,74.37,68.07,12,98.8,-445.42,-324.2,0.08,9.42,-11.5,-4565.74,-1626.88,-1393.54,-2126.4,155.78,UK,-125.61,-1068.88,5618.3,48004.5,1927.29,-63.9,62.86,-10.14,-2002.95,6.22,-7144.58,-0.34,64.74,1355.03,-1421.22,24,25.26,Low,445.56
53.4,-265.74,71.61,4,41.38,-529.48,-568.6,0.17,7.24,-11.08,-4310.42,-1627.17,-1055.62,-1957.78,85.2,Europe,-259.26,-1600.78,7992.72,30430.38,1057.32,-54.33,65.16,-12.79,-2342.73,15.4,2187.49,-7.64,57.24,597.86,-1626.6,21,40.89,High,159.01
-3,-121.62,52.83,14,82.35,-606.38,-298.96,0.13,13.34,-11.78,-4406.46,-1677.76,-173.9,-2666.14,87.77,Europe,-237.99,-967.36,9323.21,26900.31,1825.41,-32.52,53.28,-15.19,-2218.02,13.54,9950.26,-1.01,49.28,524.45,-1712.58,21,26.85,High,56.75
10.05,-196.29,76.74,10,68.18,-462.74,-425.56,1.94,11.1,-8.66,-3171.38,-1892.36,-1568.78,-2101.54,124.66,UK,-377.34,-405.5,3153.72,47761.2,3106.89,-41.07,54.68,-14.76,-2678.64,5.64,-1494.45,-11.28,47.46,619.1,-2398.95,12,38.4,Very low,-8.93
135.75,-21.36,69.06,10,84.2,-486.3,-1027.88,0.01,10.86,-12.9,-4086.82,-1692.61,-1610.3,-2475.5,145.8,UK,-185.4,-1768.78,6679.51,11694.45,138.66,-63.03,83.66,-23.88,-3552.63,3.08,3260.07,0.19,45.66,675.11,-1324.44,9,36.18,High,393.23
-28.11,-203.7,44.22,6,25.77,-446.88,-329.32,0.01,3.82,-10.36,-3363.54,-1538.34,-1813.6,-2114.88,189.58,Europe,-169.62,-1405.02,5252.77,28006.2,1729.14,-55.26,58.14,-11.33,-3807.06,2.48,5589.02,-0.62,53,1342.74,-1333.86,15,29.58,Medium,185.61
27.6,-320.28,59.37,6,63.77,-440.92,-1166.82,0,9.52,-13.06,-4957.84,-1685.69,-1837.84,-2201.9,164.62,Rest,-262.95,-388.74,4961.15,34079.4,2124.39,-57.48,60.68,-10.94,-2934.42,4.16,1704.34,-3.39,52.96,682.75,-511.62,15,39.72,Very high,500.99
-287.31,-92.46,72.18,8,44.92,-508.84,-1285.3,0.05,11.68,-11.14,-3591.42,-1150.2,-1689.38,-1708.12,148.69,UK,-64.17,-970.46,4984.83,16381.14,1625.52,-48.24,59.26,-15.18,-2405.7,12.98,-2036.61,-4.87,54.46,952.22,-1436.25,15,17.79,Low,-8.93
22.89,-206.1,53.49,6,63.01,-335.54,1058.44,0,6.04,-12.33,-4961.5,-1311.95,-706.6,-2960.6,169.98,UK,-51.06,-1335,5787.65,30551.25,3199.11,-56.34,59.74,-11.41,-2902.53,8.94,3918.16,-5.06,50.52,953.33,-996.72,15,54.72,Low,353.8
106.56,-104.31,44.55,12,116.87,-615.82,-1439.06,1,5.24,-7.97,-2432.84,-2185.57,-2906.96,-1742.84,144.64,USA,-181.14,-1749.3,4689.88,27276.9,1791.87,-72.27,45.56,-16.88,-4231.71,6.66,6761.9,-8.53,42.1,1196.5,-1708.74,21,44.91,Very high,450.23
109.14,13.68,65.07,4,104.98,-356.86,-1197.3,26.2,5.72,-8.96,-3889.74,-1476.77,-1370.3,-1970.72,80.46,Europe,-214.2,-1497.96,5197.68,22050.6,2729.46,-58.02,77.92,-12.36,-3761.34,6.44,-3887.7,3.84,51,535.79,-1042.05,9,38.46,High,101.53
-3.42,-151.44,70.2,12,28.89,-665.88,-761.44,0.55,11.34,-9.75,-4560.08,-1796.73,-1702.82,-3232.38,194.55,Europe,-365.52,-987.06,3695.26,32451.81,1158.9,-55.38,63.72,-26.94,-502.98,4.82,1523.59,1.36,57.18,910.76,-160.98,9,16.26,Medium,18.94
9.84,5.19,65.58,8,58.51,-681.08,2040.66,0.71,4.52,-10.03,-3871.76,-1372.68,-1622.12,-1238.54,147.09,UK,-158.82,-1512.94,5175.74,12072.63,1552.5,-49.71,60.7,-7.81,-1760.94,6.02,5463.43,-3.82,45.94,501.67,-2504.46,12,34.98,Medium,150.55
244.08,-167.82,90.6,6,87.98,-721.22,-282.66,0,7.4,-7.87,-4194.56,-1873.45,-778.02,-2612.62,180,UK,-227.13,-981.36,4271.11,24957.93,1495.68,-59.73,61.44,-13.26,-3379.83,5.18,-2276.49,-4,52.68,568.8,-352.08,15,41.79,Low,160.22
